,ave_before_trim,ave_after_trim,ap_before_trim,ap_after_trim,mcc_before_trim,mcc_after_trim,cluster_size,active_test_fraction,inactive_test_fraction
83,0.09243092688139015,0.05625080114426845,0.7611856123520955,0.7147738775888237,0.6727587069195531,0.6328899872702435,1542.0,0.10425844346549193,0.2586544631699821
84,0.09659550561797742,0.09809626480412992,0.8364336728199504,0.807271812636798,0.7595444883085333,0.7595444883085333,1263.0,0.039936102236421724,0.21793153653976605
85,0.07441067120652278,0.025873095245366018,0.4619551564423736,0.301660528493562,0.49358531649345105,0.33054367025323916,1746.0,0.2311111111111111,0.2521426873365614
86,0.07087463506656722,0.028034952093538124,0.7777997115306517,0.6966587323359454,0.66045474915376,0.5594094362026235,1133.0,0.5636503067484663,0.2588957383362529
87,0.0733756846675051,0.021496064429747996,0.9735943047343801,0.9499623248067365,0.7961913389465041,0.7035034561524444,1639.0,0.263724434876211,0.258851379168382
88,0.06101354725343533,0.03400619734885191,0.30462898860184046,0.25055829155624676,0.3895373725518156,0.3907364009333554,1387.0,0.0395010395010395,0.2668500499514171
89,0.02256733319827059,-0.011088644959339367,0.7950585544000929,0.7077587940540401,0.669475314074841,0.6132005580248935,1434.0,0.3300561797752809,0.2575214717690705
90,0.13103023991086288,0.0905637426236548,0.8512029426626027,0.8466996515478395,0.8927037544405388,0.8725296430559357,1436.0,0.1911211437170805,0.2823155216284987
91,0.0739555106597557,0.034155972585229843,0.6851153717953423,0.6396641733657319,0.7174310415277263,0.6959915897363474,1899.0,0.052132701421800945,0.29978008473205914
92,0.0834969157158631,0.024531468531468537,0.7159105608775509,0.3554531498534099,0.7694046777130136,0.35454326513307205,1105.0,0.185546875,0.26697832808089256
93,0.10147844750491858,0.044354195616581604,0.7394011785426623,0.7047072061662637,0.7112089959140797,0.5532179627138768,1005.0,0.2844638949671772,0.29213620134111296
94,0.07569475936511993,0.03957066553827493,0.6645629672813859,0.5621729852680556,0.6301608901268962,0.5805534403162315,1178.0,0.2426367461430575,0.27980676328502413
95,0.10103362426670476,0.11032464348738491,0.7650975124587132,0.7868274188936177,0.7126966563337215,0.6661863081633462,1872.0,0.13615023474178403,0.26961113348547905
96,0.04571611053992597,0.005110758014767791,0.3887782314137149,0.1541731269154706,0.4337010434879593,0.13840844575515923,1989.0,0.04933586337760911,0.2736416281067302
